Hi.	สวัสดี
Mary is wearing the same dress that she was wearing yesterday.	แมรี่ใส่ชุดเดิมตัวเมื่อวาน
Tom said he thought that I was the only one who had to do that.	ทอมบอกว่าเขาเป็นคน ๆ เดียวที่ต้องทำสิ่งนั้น
We have to use the stairs because the elevator is out of order.	เราต้องใช้บันไดเพราะลิฟต์เสีย
They had to change their schedule because the train arrived late.	พวกเขาต้องเปลี่ยนตารางเวลาเพราะรถไฟมาสาย
Tom thought that Mary and I wouldn't enjoy doing that by ourselves.	ทอมคิดว่าแมรีและฉันจะไม่สนุกกับการไปทำสิ่งนั้นกันเอง
The police compared the fingerprints on the gun with those on the door.	ตำรวจเปรียบเทียบลายนิ้วมือบนปืนกับที่อยู่บนประตู
Before you put the knife away, please wipe it dry so that it will not rust.	ก่อนเก็บมีดเช็ดให้แห้งด้วย จะได้ไม่เป็นสนิม
If I had known about your illness, I could have visited you in the hospital.	ถ้าฉันรู้เรื่องที่คุณป่วย ฉันอาจจะไปเยี่ยมคุณที่โรงพยาบาล
Some people say that you shouldn't check your email first thing in the morning.	บางคนบอกว่า ไม่ควรตรวจสอบอีเมลเป็นสิ่งแรกในตอนเช้า
Hand washing is recommended to prevent the spread of contagious diseases like a coronavirus.	แนะนำให้ล้างมือเพื่อป้องกันการแพร่กระจายของโรคติดต่อเช่นโคโรนาไวรัส
If you spend too much time in the sun without putting on sunscreen, you are likely to get a sunburn.	หากคุณใช้เวลาอยู่กลางแดดมากเกินไปโดยไม่ใส่ครีมกันแดด คุณมีโอกาสถูกแดดเผา
